Codigo_Edi;Numero_Alt;AnoC;Numero_Viv;USO;Npot;LCZ.cat;BUFF_RSOL;BUFF_SVF;BUFF_NDVI;BUFF_ACUS;BUFF_ALBED;BUFF_OZONO;perimetro;area;conv;elon;num_vecinos;vol;comp
5831;8;1961;20;1;4;2;0.36;0.399;0.191;61.8;0.154;47.345;68.99247536;198.1078;0.874330624;0.723192631;2;5547.0184;0.348257239
5832;10;1965;99;1;4;4;0.24;0.483;0.235;62.072;0.135;46.767;78.898344;373.9808;0.99135975;0.868883794;2;13089.328;0.21096897
5833;6;2009;15;1;4;4;0.28;0.509;0.182;62.53;0.131;46.633;55.74732126;190.50345;0.971511514;0.877672217;1;4000.57245;0.292631557
5834;6;2008;15;1;4;6;0.36;0.614;0.183;62.641;0.143;46.587;55.27119773;187.5665;0.983962894;0.878382538;2;3938.8965;0.29467521
5835;6;2009;15;1;4;6;0.36;0.648;0.186;62.792;0.143;46.509;55.27606027;187.53075;0.984049468;0.878221562;2;3938.14575;0.294757315
5836;6;2009;15;1;4;4;0.36;0.726;0.206;63.058;0.154;46.376;71.93514434;278.3072;0.912621311;0.822102623;2;5844.4512;0.258473889
5837;5;2009;15;1;4;4;0.28;0.677;0.268;63.367;0.16;46.126;66.59935148;216.0728;0.999789005;0.782411062;1;3781.274;0.308226447
5838;6;2007;15;1;4;2;0.12;0.625;0.181;61.896;0.142;47.214;64.21749123;244.55835;0.953823716;0.863262439;1;5135.72535;0.26258556
5839;6;2007;15;1;4;2;0;0.617;0.19;62.019;0.142;47.093;54.4688614;182.61875;0.988967859;0.879486784;2;3834.99375;0.298265438
5840;6;2007;15;1;4;4;0;0.52;0.191;62.088;0.142;47.029;54.45745533;182.56515;0.989350261;0.879541888;2;3833.86815;0.29829053
5841;6;2007;15;1;4;4;0.08;0.514;0.192;62.187;0.139;46.918;55.55446833;189.11715;0.96858182;0.877508625;2;3971.46015;0.293756903
5842;6;2007;15;1;4;4;0.16;0.508;0.197;62.319;0.139;46.766;52.94721809;173.4693;0.972966106;0.881806099;1;3642.8553;0.305225294
5843;5;1848;0;1;4;8;0.44;0.653;0.137;59.778;0.124;48.875;71.63174687;331.59485;0.99420781;0.901162846;2;5802.909875;0.216021892
5844;6;1890;0;1;4;8;0.52;0.7;0.13;59.955;0.112;49.036;68.87201253;293.81135;0.999481399;0.882259701;3;6170.03835;0.234408958
5845;6;1848;0;1;4;8;0.36;0.614;0.14;59.952;0.127;48.713;72.90974254;247.75095;0.95764963;0.76529175;5;5202.76995;0.29428643
5846;7;1880;0;1;4;8;0.56;0.651;0.137;60.071;0.112;48.919;71.69896883;230.38445;0.949896778;0.750444543;3;5644.419025;0.311214445
5847;5;1848;0;1;4;4;0.28;0.547;0.147;60.079;0.144;48.553;57.94738348;215.8824;0.999804561;0.898834472;2;3777.942;0.268421064
5848;5;1879;0;1;4;10;0.56;0.644;0.135;60.156;0.125;48.723;63.80976683;259.4267;0.994443725;0.894798217;3;4539.96725;0.245964532
5849;5;1928;0;3;4;10;0.48;0.664;0.14;60.398;0.136;48.485;196.40372;1082.85155;0.680449181;0.593936047;0;18949.90212;0.181376404
5850;4;1912;0;2;2;10;0.48;0.765;0.147;60.832;0.111;48.43;378.8539001;2495.87875;0.621412227;0.467460491;0;34942.3025;0.151791789
5851;5;1900;0;1;4;2;0.3;0.653;0.162;61.145;0.1;48.66;93.17074412;415.3376;0.921672783;0.77540035;1;7268.408;0.22432533
5852;5;1900;0;1;4;2;0.36;0.627;0.185;61.18;0.092;48.783;68.20018067;273.5711;0.998721348;0.859715022;1;4787.49425;0.249295999
5853;7;1900;0;1;4;2;0.4;0.531;0.205;61.226;0.126;48.654;59.22389632;209.99475;0.999617994;0.867385533;1;5144.871375;0.282025605
5854;6;1900;11;1;4;2;0.44;0.581;0.154;61.25;0.131;48.565;58.20751662;201.73455;0.996004568;0.864999792;1;4236.42555;0.28853519
5855;8;1965;7;1;4;10;0.2;0.471;0.154;60.673;0.149;48.024;43.95077852;108.30265;0.992826705;0.839378617;1;3032.4742;0.405814433
5856;7;1900;0;1;4;10;0.16;0.416;0.157;60.705;0.142;47.982;44.26845006;112.7579;0.983263885;0.85032335;2;2762.56855;0.392597326
5857;7;1900;6;1;4;10;0.2;0.401;0.159;60.753;0.146;47.981;46.40687525;131.67835;0.999721368;0.876556255;2;3226.119575;0.352426008
5858;6;1994;8;1;4;10;0.24;0.452;0.171;60.839;0.145;47.914;57.21594358;187.31075;0.999970638;0.847947997;2;3933.52575;0.30546001
5859;6;1880;0;1;4;10;0.24;0.521;0.175;60.891;0.145;47.922;39.13094541;92.16494999;0.999806363;0.869696029;2;1935.46395;0.424575128
5860;5;1900;0;1;4;2;0.28;0.499;0.192;60.905;0.145;47.92;39.40519937;94.04020001;0.999564206;0.87238497;1;1645.7035;0.419025049
5861;5;1896;0;1;4;2;0.2;0.485;0.191;60.937;0.139;48.01;42.20055126;82.99510001;0.840302689;0.765267085;1;1452.41425;0.508470395
5862;8;1850;0;1;4;2;0.2;0.439;0.186;60.943;0.137;48.085;52.24500871;152.06485;0.999600987;0.836709202;2;4257.8158;0.34357058
5863;5;1900;0;1;4;2;0.28;0.331;0.17;60.977;0.138;48.18;32.35154572;62.60370001;0.999660678;0.866981634;2;1095.56475;0.516767311
5864;6;1898;0;1;4;10;0.32;0.361;0.169;61.008;0.134;48.21;54.46127309;138.1476;0.999625179;0.76504823;1;2901.0996;0.394225257
5865;6;2001;0;1;4;10;0.24;0.36;0.17;61.03;0.135;48.219;32.73930754;66.94754999;0.999487175;0.885936891;1;1405.89855;0.489029211
5866;6;1900;0;1;4;10;0.24;0.367;0.172;61.041;0.144;48.275;38.58777171;88.07945;0.999776388;0.862169249;1;1849.66845;0.438101869
5867;6;1900;0;1;4;2;0.2;0.367;0.179;61.079;0.144;48.283;47.11186363;134.08345;1;0.871289009;1;2815.75245;0.351362257
5868;6;1890;0;1;4;2;0.32;0.439;0.184;61.112;0.138;48.377;49.41701552;149.2894;1;0.876481805;2;3135.0774;0.331014898
5869;6;1880;0;1;4;2;0.32;0.517;0.185;61.129;0.137;48.383;52.26307403;153.27155;0.999999348;0.839732102;2;3218.70255;0.340983529
5870;6;1900;0;1;4;2;0.32;0.565;0.182;61.133;0.134;48.386;50.46841542;143.6374;1;0.841819595;2;3016.3854;0.351359851
5871;6;1920;0;1;4;2;0.32;0.587;0.181;61.141;0.132;48.396;52.76053253;154.8777;1;0.836161577;2;3252.4317;0.340659324
5872;6;1898;0;1;4;2;0.32;0.605;0.18;61.168;0.131;48.437;61.20007325;126.5704;0.830760557;0.651657002;3;2657.9784;0.483525953
5873;4;1900;0;1;4;2;0.2;0.368;0.181;61.237;0.149;48.254;56.86170013;120.02555;0.862395318;0.68300195;3;1680.3577;0.473746633
5874;6;1920;0;1;4;2;0.28;0.571;0.177;61.155;0.125;48.491;55.26174231;187.1006;0.999860522;0.87744105;3;3929.1126;0.295358445
5875;5;1898;0;1;4;2;0.24;0.56;0.172;61.165;0.126;48.51;64.28736602;148.893;0.957512485;0.672847185;3;2605.6275;0.431768895
5876;8;1956;20;1;4;2;0.2;0.449;0.168;61.197;0.128;48.51;71.24941615;302.99995;0.999703058;0.866053858;2;8483.9986;0.235146627
5877;5;1922;0;3;4;2;0.16;0.392;0.161;61.238;0.131;48.551;111.8463672;661.30705;0.99933683;0.815050702;1;11572.87338;0.169129253
5878;7;1920;0;1;4;2;0.2;0.367;0.183;61.288;0.16;48.239;54.36396288;177.57135;0.988162123;0.868920959;2;4350.498075;0.306152782
5879;5;1928;0;1;4;2;0.2;0.365;0.176;61.309;0.161;48.25;50.0800812;134.96895;0.936608586;0.822350276;1;2361.956625;0.371048906
5880;4;1898;0;1;4;2;0.24;0.377;0.18;61.338;0.166;48.111;36.06844059;79.19105;0.999807465;0.874612372;2;1108.6747;0.455461073
5881;5;1910;0;1;4;2;0.28;0.585;0.176;61.371;0.162;48.024;57.47103941;194.53065;0.999567094;0.860299953;1;3404.286375;0.295434367
5882;4;1890;0;1;4;2;0.2;0.363;0.17;61.315;0.158;48.274;46.14575756;142.21415;0.992694787;0.916103531;1;1990.9981;0.324480775
5883;5;1900;0;1;4;2;0.2;0.375;0.17;61.352;0.153;48.223;52.31999771;170.76145;0.999885233;0.885384944;2;2988.325375;0.306392325
5884;5;2002;15;1;4;2;0.12;0.374;0.166;61.384;0.143;48.101;52.50644577;144.73255;0.999861142;0.812223251;1;2532.819625;0.362782565
5885;5;1898;0;1;4;2;0.24;0.417;0.161;61.411;0.151;48.001;44.08850563;113.4772;0.999115143;0.856512803;1;1985.851;0.38852303
5886;5;1890;0;1;4;2;0.2;0.386;0.161;61.433;0.145;48.019;47.19483324;130.8634;0.999805178;0.85925007;1;2290.1095;0.360641961
5887;5;1947;0;1;4;2;0.2;0.382;0.162;61.293;0.142;48.368;60.15105337;219.4664;0.999880406;0.873063264;2;3840.662;0.274078644
5888;4;1900;0;1;4;2;0.24;0.381;0.152;61.325;0.138;48.376;54.45982537;168.36155;0.984665191;0.844598188;2;2357.0617;0.323469494
5889;4;1900;0;3;4;2;0.2;0.439;0.15;61.291;0.138;48.48;62.34594439;170.5743;0.93090737;0.742597569;1;2388.0402;0.365506084
5890;7;1890;0;1;4;2;0.16;0.356;0.167;61.396;0.137;48.151;54.37533443;158.30965;0.983341972;0.82026973;2;3878.586425;0.343474541
5891;5;1848;0;1;4;2;0.4;0.516;0.144;61.302;0.135;48.433;59.57926215;208.35075;0.971673952;0.858830275;1;3646.138125;0.285956552
5892;7;1890;0;1;4;2;0.14;0.361;0.173;61.396;0.137;48.115;61.20766564;209.5737;0.941018655;0.838431345;2;5134.55565;0.292057952
5893;7;1910;0;1;4;2;0.52;0.609;0.141;61.32;0.134;48.428;49.67681603;152.089;0.99908263;0.880035277;2;3726.1805;0.326629908
5894;7;1890;0;1;4;2;0.24;0.369;0.171;61.396;0.143;48.079;75.54304362;197.36575;0.868434432;0.659244246;3;4835.460875;0.382756601
5895;9;1944;14;1;4;2;0.56;0.636;0.148;61.341;0.137;48.363;57.85409215;205.36875;0.999766085;0.878087973;3;6469.115625;0.281708352
5896;7;2008;25;1;4;2;0.48;0.678;0.154;61.366;0.14;48.219;97.67108455;399.9296;0.86052936;0.72582295;2;9798.2752;0.244220694
5897;7;1963;11;1;4;2;0.24;0.266;0.175;61.423;0.15;48.04;55.25799815;172.9284;0.999828282;0.843612383;3;4236.7458;0.319542644
5898;4;1999;8;1;4;2;0.32;0.446;0.169;61.442;0.164;47.971;50.50672292;155.47565;0.991881249;0.875158937;2;2176.6591;0.324852946
5899;5;1999;15;1;4;2;0.4;0.53;0.15;61.454;0.164;47.977;75.52873199;287.6384;0.99003591;0.796005687;2;5033.672;0.262582228
5900;4;1900;0;2;4;2;0.48;0.467;0.173;61.375;0.145;48.202;49.43661467;140.077;0.993871186;0.848671513;3;1961.078;0.352924568
5901;7;1900;0;1;4;2;0.16;0.372;0.172;61.46;0.144;47.958;55.04015106;189.0314;0.999693267;0.885507595;1;4631.2693;0.291169356
5902;4;1898;0;1;4;2;0.2;0.407;0.176;61.527;0.165;47.835;65.49417192;112.93625;0.794326084;0.575200107;0;1581.1075;0.57992161
5903;7;1900;0;1;4;2;0.12;0.375;0.175;61.492;0.15;47.906;55.48522435;191.73635;0.999879276;0.884666971;2;4697.540575;0.289382917
5904;7;1890;0;1;4;2;0.16;0.414;0.211;61.543;0.158;47.867;55.0324489;191.45195;0.999764748;0.891283753;2;4690.572775;0.287447837
5905;7;1880;0;1;4;2;0.24;0.436;0.239;61.553;0.16;47.809;53.76233194;163.3801;0.978053377;0.84280366;2;4002.81245;0.329062915
5906;6;1900;17;1;4;2;0.24;0.429;0.168;61.592;0.159;47.699;66.72164865;245.7699;0.945769012;0.832918502;3;5161.1679;0.271480147
5907;6;2001;15;1;4;2;0.2;0.432;0.188;61.643;0.157;47.59;49.16498708;116.8627;0.916790585;0.779447665;3;2454.1167;0.420707267
5908;6;1880;0;1;4;2;0.2;0.399;0.164;61.625;0.15;47.566;48.07894006;139.086;0.981656838;0.869544387;3;2920.806;0.345677783
5909;4;1890;0;1;4;2;0.22;0.387;0.181;61.702;0.15;47.479;30.6879208;56.32799999;1;0.866961143;2;788.5919999;0.54480757
5910;6;1900;0;1;4;2;0.2;0.387;0.164;61.693;0.15;47.479;52.14250631;157.6464;0.991977478;0.853601282;2;3310.5744;0.330756086
5911;4;1890;0;1;4;2;0.26;0.387;0.168;61.706;0.15;47.467;32.63787459;60.01910001;0.999725163;0.841449007;2;840.2674001;0.54379147
5912;5;1901;0;1;4;2;0.2;0.472;0.172;61.743;0.15;47.423;63.45101567;193.00045;0.856034988;0.776149737;3;3377.507875;0.328760973
5913;3;1890;0;1;4;2;0.24;0.523;0.194;61.772;0.149;47.323;45.00018108;118.7085;0.968614882;0.858285112;1;1246.43925;0.379081372
5914;7;1984;10;1;4;10;0.4;0.595;0.141;59.706;0.13;51.848;71.45203375;226.37135;0.822766886;0.746450594;2;5546.098075;0.315640799
5915;7;1984;9;1;4;10;0.36;0.584;0.141;59.748;0.13;51.899;63.23262604;169.9161;0.841439572;0.730770453;3;4162.94445;0.372140286
5916;7;1984;9;1;4;10;0.32;0.574;0.143;59.8;0.126;52.009;68.64892407;289.85695;0.99829672;0.879150153;4;7101.495275;0.236837254
5917;7;1984;5;1;4;10;0.28;0.565;0.143;59.884;0.129;52.068;57.83026935;186.82405;0.999492561;0.83784968;2;4577.189225;0.30954403
5918;7;1913;0;1;4;10;0.36;0.597;0.153;59.703;0.126;51.848;73.052818;289.1748;0.961918736;0.825179026;4;7084.7826;0.252625118
5919;7;1990;10;1;4;10;0.28;0.549;0.148;59.794;0.132;52.009;68.46863064;242.353;0.929817043;0.806004543;3;5937.6485;0.282516126
5920;7;1903;0;1;4;10;0.24;0.6;0.146;59.98;0.123;52.122;72.41349104;326.4642;0.999854217;0.88451098;2;7998.3729;0.22181143
5921;7;1912;12;1;4;10;0.2;0.485;0.156;59.898;0.138;52.068;67.53212678;237.79745;0.950018048;0.809465049;2;5826.037525;0.283990122
5922;7;1898;12;1;4;10;0.24;0.553;0.146;60.059;0.129;52.168;72.73909113;328.65925;0.997735767;0.883506994;3;8052.151625;0.221320687
5923;7;1912;0;1;4;10;0.16;0.29;0.151;60.029;0.133;52.127;63.61759706;252.9576;0.99987865;0.886240386;2;6197.4612;0.251495101
5924;7;1904;15;1;4;10;0.24;0.55;0.143;60.148;0.135;52.23;65.73067823;224.0991;0.934824609;0.807340752;2;5490.42795;0.293310764
5925;7;1900;0;1;4;10;0.2;0.467;0.147;60.101;0.138;52.224;60.55337173;215.47245;0.982294331;0.859334952;3;5279.075025;0.281026051
5926;7;1912;0;1;4;10;0.2;0.258;0.149;60.075;0.144;52.181;73.20293065;238.8006;0.83567044;0.748331748;2;5850.6147;0.306544166
5927;7;1930;11;1;4;10;0.28;0.537;0.147;60.219;0.138;52.325;64.19002427;217.17255;0.940594104;0.813841548;2;5320.727475;0.295571536
5928;7;1886;0;1;4;10;0.2;0.332;0.155;60.178;0.144;52.281;60.64634471;224.02955;0.99966132;0.874888998;3;5488.723975;0.270706899
5929;7;1930;11;1;4;10;0.32;0.557;0.14;60.264;0.141;52.381;62.06408934;231.6598;0.999550405;0.869340441;3;5675.6651;0.267910485
5930;7;1898;12;1;4;2;0.12;0.209;0.185;60.207;0.163;52.28;56.37461989;195.79265;0.999333923;0.879872;2;4796.919925;0.287930215
5931;7;1930;11;1;4;10;0.32;0.565;0.137;60.323;0.143;52.427;65.18957216;219.0278;0.95999183;0.804778604;2;5366.1811;0.297631498
5932;7;1898;0;1;4;2;0.16;0.206;0.195;60.283;0.165;52.34;56.19012417;194.11835;0.998873865;0.878978467;2;4755.899575;0.289463228
5933;7;1930;10;1;4;2;0.28;0.604;0.137;60.388;0.153;52.525;59.8135601;218.41735;0.999679158;0.875888545;2;5351.225075;0.273849857
5934;7;1898;0;1;4;2;0.14;0.238;0.168;60.364;0.167;52.393;56.0340009;194.1461;0.999519665;0.881490497;2;4756.57945;0.2886177
5935;8;1900;13;1;4;2;0.28;0.597;0.147;60.408;0.153;52.528;60.99151535;216.92715;0.968693979;0.856036857;2;6073.9602;0.281161281
5936;7;1900;12;1;4;2;0.16;0.266;0.16;60.406;0.167;52.416;58.22188186;197.8588;0.959228191;0.856438888;2;4847.5406;0.294259754
5937;7;1900;0;1;4;4;0.12;0.649;0.166;60.94;0.107;53.232;71.58601517;320.49735;0.999865072;0.886520873;2;7852.185075;0.223359148
5938;7;1900;0;1;4;2;0.08;0.528;0.161;60.91;0.125;53.153;76.17870661;322.4774;0.978832218;0.835643384;2;7900.6963;0.236229598
5939;7;2004;15;1;4;2;0.08;0.45;0.162;60.888;0.134;53.103;61.76025505;231.98495;0.99966173;0.874230103;3;5683.631275;0.266225266
5940;6;2004;15;1;4;2;0.08;0.469;0.166;60.859;0.142;53.069;55.24434617;173.35085;0.999712516;0.844850921;3;3640.36785;0.318685176
5941;7;2004;15;1;4;2;0.08;0.479;0.185;60.829;0.144;53.017;61.92574407;233.42655;0.999512718;0.874598693;3;5718.950475;0.265290063
5942;7;1900;0;1;4;2;0.08;0.417;0.203;60.794;0.142;52.955;72.22961316;326.0458;0.999670247;0.886194292;2;7988.1221;0.221532107
5943;7;1900;0;1;4;2;0.08;0.394;0.175;60.775;0.136;52.927;55.88170711;176.04675;0.99973111;0.841684391;1;4313.145375;0.317425383
5944;7;1898;0;1;4;4;0.2;0.518;0.157;60.456;0.137;52.578;65.99411925;234.69765;0.951697715;0.822913269;2;5750.092425;0.281187814
5945;7;1898;0;1;4;2;0.12;0.254;0.164;60.441;0.174;52.492;61.35288899;223.71055;0.959761422;0.864197782;2;5480.908475;0.27425121
5946;7;1930;12;1;4;4;0.16;0.472;0.168;60.531;0.137;52.587;60.54600252;227.4626;0.999655886;0.883027963;2;5572.8337;0.266180034
5947;7;1898;0;1;4;4;0.16;0.223;0.17;60.492;0.174;52.535;59.3599282;219.303;0.999793707;0.884369694;2;5372.9235;0.270675404
5948;7;1901;11;1;4;4;0.2;0.467;0.183;60.57;0.098;52.68;64.6612366;253.41475;0.992408556;0.872723903;3;6208.661375;0.25515972
5949;7;1900;12;1;4;4;0.2;0.202;0.175;60.556;0.165;52.591;59.02444852;216.57365;0.999485429;0.883844374;2;5306.054425;0.272537534
5950;7;1900;10;1;4;4;0.16;0.467;0.185;60.617;0.108;52.728;60.15118605;223.8916;0.99981557;0.881819375;2;5485.3442;0.268662094
5951;7;1900;12;1;4;4;0.2;0.199;0.169;60.609;0.152;52.665;64.97772672;258.0075;0.999027138;0.876307612;3;6321.18375;0.251844333
5952;7;1900;0;1;4;4;0.12;0.445;0.228;60.659;0.115;52.771;62.47245013;236.91115;0.988858233;0.873391867;2;5804.323175;0.263695694
5953;7;1898;0;1;4;4;0.2;0.188;0.169;60.653;0.152;52.689;57.24538161;198.61045;0.999459032;0.872701103;2;4865.956025;0.288229454
5954;7;1900;0;1;4;4;0.12;0.443;0.186;60.718;0.118;52.846;61.16677785;214.5822;0.967608141;0.848957942;3;5257.2639;0.285050567
5955;7;1900;11;1;4;4;0.16;0.215;0.165;60.696;0.148;52.737;56.85214071;195.2583;0.999765238;0.871290265;2;4783.82835;0.29116376
5956;7;1901;0;1;4;4;0.08;0.357;0.171;60.763;0.136;52.874;66.92999394;274.73295;0.999881535;0.877888826;2;6730.957275;0.243618372
5957;7;1901;11;1;4;2;0.12;0.261;0.166;60.748;0.147;52.768;64.22460709;243.59235;0.997723718;0.861460361;3;5968.012575;0.263656092
5958;4;1900;0;2;4;2;0.2;0.627;0.211;60.776;0.127;53.043;98.14342858;501.21035;0.99994334;0.80863721;3;7016.9449;0.195812853
5959;3;1910;0;2;4;4;0.12;0.46;0.229;60.675;0.116;52.875;107.7589008;493.2382;0.999624055;0.73060078;2;5179.0011;0.218472334
5960;3;1905;0;1;4;2;0.16;0.506;0.238;60.705;0.125;52.931;107.3588811;477.1595;0.999865891;0.721271451;1;5010.17475;0.224995795
5961;1;1910;0;2;4;4;0.12;0.467;0.185;60.604;0.098;52.802;117.186145;753.82465;1;0.830546269;2;2638.386275;0.155455443
5962;2;1910;0;2;4;4;0.2;0.518;0.177;60.515;0.099;52.671;71.979262;271.43695;0.99646622;0.811394437;1;1900.05865;0.265178569
5963;1;1950;0;2;4;4;0.16;0.713;0.167;60.986;0.104;53.272;30.72758194;54.6116;0.968529478;0.852548308;1;191.1406;0.562656687
5964;8;1906;9;1;4;10;0.36;0.643;0.181;59.738;0.12;51.799;73.52758458;282.505;0.948889676;0.810340793;2;7910.14;0.260270029
5965;7;1913;12;1;4;10;0.36;0.695;0.179;59.737;0.136;51.771;65.43596219;239.1232;0.962311319;0.837720795;2;5858.5184;0.273649576
5966;7;1939;0;3;4;10;0.36;0.712;0.166;59.861;0.138;51.747;120.9650213;854.77075;0.97674947;0.856781246;4;20941.88338;0.141517502
5967;7;1898;12;1;4;10;0.24;0.328;0.166;59.944;0.148;52.016;75.04899588;306.2189;0.90755714;0.826563155;4;7502.36305;0.245082834
5968;7;1918;12;1;4;10;0.12;0.215;0.168;60.071;0.157;52.101;69.28651129;278.5367;0.983968896;0.853881198;2;6824.14915;0.248751821
5969;9;1983;29;1;4;2;0.12;0.261;0.153;60.102;0.158;52.027;114.3762041;713.59945;0.917644612;0.827935503;4;22478.38268;0.160280679
5970;7;1996;0;2;4;2;0.12;0.297;0.153;60.107;0.151;51.92;69.40053554;280.06855;0.999344341;0.854819227;2;6861.679475;0.247798389
5971;7;1900;0;1;4;2;0.08;0.221;0.166;60.189;0.159;52.027;72.52019136;284.89755;0.983769562;0.825069148;2;6979.989975;0.254548315
5972;7;1898;0;1;4;2;0.08;0.221;0.169;60.176;0.158;52.129;61.3952812;229.24395;0.997891857;0.874216262;3;5616.476775;0.267816364
5973;7;1880;16;1;4;2;0.12;0.221;0.177;60.182;0.16;52.131;64.14280604;259.0368;0.997461071;0.889483119;2;6346.4016;0.247620439
5974;7;1900;0;1;4;2;0.08;0.213;0.166;60.224;0.165;52.03;72.05527474;279.58785;0.965114063;0.822618175;4;6849.902325;0.257719621
5975;7;1897;12;1;4;2;0.12;0.209;0.195;60.268;0.163;52.24;77.94683661;323.79425;0.996445752;0.818353612;3;7932.959125;0.240729527
5976;7;1900;0;1;4;2;0.12;0.185;0.176;60.3;0.179;52.143;61.54731959;215.1543;0.999370152;0.844832871;2;5271.28035;0.286061304
5977;7;1897;12;1;4;2;0.12;0.208;0.19;60.311;0.166;52.299;79.51686417;334.766;0.994881546;0.815673511;4;8201.767;0.23752969
5978;7;1950;0;1;4;2;0.08;0.185;0.177;60.366;0.18;52.194;52.24986861;139.3613;0.998810269;0.800923108;2;3414.35185;0.374923803
5979;7;1900;0;1;4;2;0.12;0.239;0.171;60.405;0.169;52.371;55.90858592;178.3728;0.999777482;0.846819283;2;4370.1336;0.313436723
5980;7;1900;0;1;4;2;0.12;0.234;0.169;60.398;0.169;52.347;57.57788518;181.9779;0.999388487;0.830536163;3;4458.45855;0.316400427
5981;7;1900;0;1;4;2;0.12;0.229;0.168;60.421;0.178;52.301;57.69951372;186.02025;0.999745791;0.837939939;3;4557.496125;0.31017867
5982;6;1972;10;1;4;2;0.08;0.208;0.172;60.414;0.179;52.25;77.30602459;322.83055;0.933658936;0.82390835;2;6779.44155;0.239463163
5983;7;1900;0;1;4;2;0.08;0.209;0.178;60.442;0.18;52.303;47.9295372;121.6844;0.999572437;0.81586659;2;2981.2678;0.393883992
5984;6;1901;0;1;4;2;0.08;0.222;0.168;60.453;0.178;52.353;69.54070062;253.715;0.957520964;0.811968053;6;5328.015;0.274089828
5985;6;1890;0;1;4;2;0.12;0.24;0.167;60.44;0.176;52.396;55.68428715;131.6507;0.923629603;0.730438833;2;2764.6647;0.422969928
5986;6;1898;0;1;4;2;0.08;0.209;0.175;60.473;0.179;52.306;57.15129831;201.8811;0.999585076;0.881305869;3;4239.5031;0.283093852
5987;6;1900;0;1;4;2;0.08;0.236;0.167;60.466;0.176;52.42;49.87539955;94.35735;0.883595481;0.690408949;4;1981.50435;0.52857991
5988;6;1900;10;1;4;2;0.2;0.218;0.181;60.51;0.172;52.494;46.81547718;136.15325;0.999607215;0.883546648;3;2859.21825;0.343843993
5989;6;1880;10;1;4;2;0.12;0.188;0.182;60.556;0.178;52.432;63.05444556;236.47495;0.999820732;0.864533431;3;4965.97395;0.266643235
5990;7;1898;0;1;4;2;0.2;0.205;0.185;60.563;0.168;52.545;56.64193912;179.54945;0.999094941;0.838607725;3;4398.961525;0.315467071
5991;7;1901;0;1;4;2;0.16;0.183;0.182;60.556;0.175;52.458;50.90536551;128.57695;0.998916222;0.789628712;2;3150.135275;0.395913618
5992;7;1898;0;1;4;2;0.2;0.2;0.181;60.591;0.165;52.551;56.43472032;178.87295;0.999662165;0.840099816;2;4382.387275;0.315501703
5993;7;1901;10;1;4;2;0.12;0.182;0.182;60.604;0.171;52.483;67.43202748;247.7297;0.972770024;0.827423312;2;6069.37765;0.272200013
5994;7;1901;0;1;4;4;0.2;0.193;0.18;60.635;0.162;52.595;62.55557028;198.6878;0.963652735;0.798775149;3;4867.8511;0.31484354
5995;6;2005;99;1;4;2;0.08;0.238;0.17;60.687;0.156;52.565;98.69497552;502.34135;0.965691088;0.805024972;4;10549.16835;0.196469941
5996;6;1901;0;1;4;2;0.2;0.196;0.169;60.656;0.154;52.645;65.97625601;115.6481;0.793132927;0.577811946;3;2428.6101;0.570491482
5997;7;1901;0;1;4;2;0.08;0.243;0.165;60.711;0.154;52.703;66.57243318;246.333;0.966584513;0.835741175;2;6035.1585;0.270253816
5998;1;1900;0;1;4;2;0.2;0.213;0.181;60.527;0.173;52.5;44.80837122;123.708;0.997480657;0.879922995;4;432.978;0.36221078
5999;5;1995;0;3;3;2;0.2;0.542;0.166;60.114;0.152;51.753;92.63299738;475.73095;0.976627842;0.834679829;0;8325.291625;0.194717198
6000;7;1960;0;2;4;2;0.28;0.714;0.139;60.427;0.104;51.457;159.2049941;880.30465;0.74187169;0.660639814;5;21567.46393;0.180852156
6001;6;2003;15;1;4;8;0.36;0.796;0.131;60.828;0.101;51.273;132.8643981;486.35045;0.845416438;0.588397703;2;10213.35945;0.273186543
6002;6;1890;0;1;4;2;0.2;0.463;0.168;60.246;0.165;51.926;72.34700889;280.5031;0.990464632;0.82064095;1;5890.5651;0.25791875
6003;4;1920;0;3;4;8;0.36;0.697;0.165;60.892;0.128;51.35;264.9231608;3803.0222;0.980125046;0.825181408;1;53242.3108;0.069661219
6004;1;1920;0;3;4;8;0.4;0.685;0.233;60.684;0.144;51.718;170.4374295;1582.99135;0.99995534;0.827521388;0;5540.469725;0.107667947
6005;7;1898;0;1;4;2;0.16;0.487;0.172;60.327;0.173;51.976;63.94806404;253.6037;0.999891772;0.882785769;2;6213.29065;0.252157457
6006;13;1981;20;1;4;2;0.16;0.513;0.16;60.379;0.128;51.925;74.22341655;341.8014;0.993997796;0.882980087;4;15551.9637;0.217153635
6007;12;1981;24;1;4;8;0.12;0.479;0.17;60.476;0.136;51.926;85.00098548;436.2912;0.99678762;0.871102375;4;18324.2304;0.194826266
6008;14;1981;18;1;4;8;0.08;0.461;0.165;60.535;0.117;51.984;82.94960893;396.55025;0.979148024;0.851019876;4;19430.96225;0.209178052
6009;11;1981;27;1;4;8;0.04;0.377;0.159;60.513;0.132;52.039;75.60024638;276.03305;0.880635111;0.779044495;1;10627.27242;0.27388114
6010;9;1972;15;1;4;2;0.24;0.638;0.151;60.19;0.113;51.635;107.5902905;577.4544;0.925379516;0.791754789;2;18189.8136;0.186318245
