Codigo_Edi;Numero_Alt;AnoC;Numero_Viv;USO;Npot;LCZ.cat;BUFF_RSOL;BUFF_SVF;BUFF_NDVI;BUFF_ACUS;BUFF_ALBED;BUFF_OZONO;perimetro;area;conv;elon;num_vecinos;vol;comp
3351;6;1959;12;1;4;5;0.44;0.62;0.291;44.445;0.144;41.036;50.2159898;125.2094;0.981587599;0.789916839;2;2629.3974;0.401056069
3352;6;1959;0;1;4;5;0.32;0.601;0.292;44.801;0.143;41.07;50.19922815;125.1178;0.981228345;0.789891503;2;2627.4738;0.401215719
3353;7;1959;14;1;4;5;0.4;0.664;0.276;45.256;0.148;41.096;50.79733813;127.1497;0.980949552;0.786903808;1;3115.16765;0.399508124
3354;6;1962;0;1;4;5;0.32;0.578;0.25;44.124;0.125;40.916;50.80880747;127.3452;0.981642176;0.787330762;1;2674.2492;0.398984865
3355;6;1962;0;1;4;5;0.36;0.584;0.302;44.013;0.124;40.936;50.21111996;125.2049;0.981185793;0.789979254;2;2629.3029;0.401031589
3356;6;1962;0;1;4;5;0.4;0.581;0.299;43.946;0.128;40.957;50.20356899;125.08245;0.980959577;0.789711622;2;2626.73145;0.401363812
3357;6;1962;12;1;4;5;0.4;0.606;0.301;43.996;0.139;40.981;50.80134973;127.30105;0.981638196;0.78730983;1;2673.32205;0.399064656
3358;6;1962;0;1;4;5;0.48;0.572;0.269;44.607;0.14;40.882;51.47420231;133.6342;0.971572774;0.796111901;0;2806.3182;0.385187342
3359;6;1962;12;1;4;5;0.56;0.627;0.239;45.367;0.151;40.832;51.59055438;134.1076;0.971414788;0.795722123;0;2816.2596;0.384695233
3360;7;1960;12;1;4;5;0.36;0.551;0.269;45.748;0.156;41.047;49.38839905;121.68805;1;0.791778946;1;2981.357225;0.405860716
3361;7;1960;12;1;4;5;0.36;0.534;0.326;45.373;0.146;41.021;49.81612087;123.1378;1;0.789642874;1;3016.8761;0.404555879
3362;7;1961;24;1;4;5;0.42;0.558;0.243;44.969;0.145;40.929;98.01342115;246.8345;0.829327828;0.568227586;0;6047.44525;0.397081531
3363;6;1960;0;1;4;5;0.32;0.559;0.325;46.416;0.162;41.021;50.7893449;127.279;0.981752057;0.787427718;1;2672.859;0.399039472
3364;6;1960;0;1;4;5;0.28;0.481;0.315;46.41;0.159;40.964;50.2017626;125.1257;0.981369572;0.789876561;2;2627.6397;0.401210643
3365;6;1960;0;1;4;5;0.36;0.512;0.26;46.592;0.154;40.928;50.79373862;127.2123;0.981463551;0.787153271;1;2671.4583;0.399283235
3366;7;1960;0;1;4;5;0.48;0.604;0.204;47.411;0.165;40.911;50.796754;127.2494;0.981430628;0.787221311;1;3117.6103;0.399190519
3367;7;1960;0;1;4;5;0.4;0.556;0.213;47.251;0.172;40.954;50.20443628;125.2474;0.981336589;0.790218507;2;3068.5613;0.400842144
3368;7;1960;0;1;4;5;0.36;0.679;0.314;47.205;0.176;41.003;50.80852141;127.44285;0.981839761;0.787637006;1;3122.349825;0.398676908
3369;7;1961;24;1;4;5;0.48;0.549;0.296;45.035;0.134;40.886;97.99216964;246.5002;0.828825624;0.567965814;0;6039.2549;0.397533834
3370;16;1961;30;1;4;5;0.48;0.609;0.219;46.053;0.142;40.884;100.9223978;251.22275;0.844168423;0.556732859;0;14068.474;0.401724755
3371;7;1961;24;1;4;5;0.44;0.581;0.305;45.253;0.128;40.841;98.01689116;246.8228;0.829184045;0.568194003;0;6047.1586;0.397114412
3372;3;2012;0;2;4;5;0.48;0.683;0.218;46.202;0.141;40.774;41.92639449;106.0383;0.999919847;0.870660404;0;1113.40215;0.395389161
3373;4;1968;0;3;4;5;0.52;0.661;0.169;47.346;0.152;40.811;188.4880305;831.63565;0.706840488;0.542360065;0;11642.8991;0.226647367
3374;6;1960;0;1;4;5;0.36;0.521;0.201;48.96;0.161;40.785;49.59531026;123.4502;1;0.794164042;1;2592.4542;0.401743458
3375;6;1960;0;1;4;5;0.32;0.551;0.211;48.637;0.157;40.813;48.99262132;121.3721;1;0.797138323;2;2548.8141;0.40365637
3376;6;1960;0;1;4;5;0.36;0.666;0.206;48.152;0.154;40.85;49.39443609;122.75985;1;0.795161007;1;2577.95685;0.402366377
3377;1;1965;0;3;4;5;0.64;0.799;0.211;48.934;0.161;40.894;109.9853709;559.8439;0.918040408;0.762611734;1;1959.45365;0.196457211
3378;2;1965;0;3;4;5;0.64;0.853;0.347;50.292;0.149;40.843;97.26751694;304.57365;0.804329096;0.636038298;1;2132.01555;0.31935631
3379;6;1960;12;1;4;5;0.28;0.52;0.213;49.26;0.157;40.794;49.39580102;122.2096;0.999950088;0.793354996;1;2566.4016;0.404189205
3380;6;1960;0;1;4;5;0.28;0.495;0.195;49.65;0.156;40.767;48.88492709;120.4633;1;0.795897862;2;2529.7293;0.405807637
3381;6;1960;0;1;4;5;0.28;0.494;0.178;50.087;0.156;40.736;49.39441913;122.2035;1;0.79335739;1;2566.2735;0.404198072
3382;6;1960;0;1;4;5;0.28;0.506;0.174;49.644;0.148;40.721;79.78011728;181.66885;0.713964546;0.598894735;1;3815.04585;0.439151331
3383;6;1960;18;1;4;5;0.32;0.536;0.157;49.689;0.155;40.703;79.4678343;180.5463;0.715147576;0.599387733;2;3791.4723;0.440152107
3384;6;1960;18;1;4;5;0.32;0.62;0.151;49.678;0.155;40.671;79.74567652;181.7514;0.715068954;0.599289499;1;3816.7794;0.438762378
3385;6;1960;0;1;4;5;0.24;0.508;0.165;50.981;0.152;40.707;50.72356824;127.3629;0.985775619;0.788708651;1;2674.6209;0.398260155
3386;6;1960;12;1;4;5;0.28;0.525;0.167;50.663;0.151;40.73;50.02459436;124.9012;0.985659541;0.79196258;2;2622.9252;0.400513321
3387;6;1960;12;1;4;5;0.28;0.548;0.18;50.542;0.154;40.754;50.67418745;127.2103;0.98612177;0.789004131;1;2671.4163;0.398349721
3388;6;1960;18;1;4;5;0.28;0.518;0.163;50.778;0.163;40.636;79.78020575;181.67425;0.713970617;0.598902972;1;3815.15925;0.439138765
3389;6;1960;18;1;4;5;0.28;0.491;0.175;50.685;0.155;40.663;79.49603059;180.6528;0.715356201;0.599351831;2;3793.7088;0.440048704
3390;6;1960;18;1;4;5;0.24;0.49;0.168;50.627;0.156;40.683;79.78013187;181.7694;0.714042189;0.599060341;1;3817.1574;0.438908484
3391;6;1961;12;1;4;5;0.28;0.656;0.258;51.55;0.146;40.711;49.49882036;122.0043;1;0.791038555;1;2562.0903;0.405713736
3392;6;1961;0;1;4;5;0.32;0.596;0.217;51.932;0.147;40.674;48.99921699;120.3068;1;0.793525486;2;2526.4428;0.407285515
3393;6;1961;0;1;4;5;0.32;0.604;0.214;52.268;0.148;40.653;49.49962502;122.01165;1;0.791049523;1;2562.24465;0.405695891
3394;1;1970;0;3;4;6;0.44;0.854;0.49;52.186;0.136;40.711;23.00262725;32.5138;1;0.878741941;0;113.7983;0.707472743
3395;6;1961;18;1;4;5;0.28;0.557;0.209;52.704;0.15;40.559;79.80104422;181.84795;0.713933581;0.599032744;1;3818.80695;0.438833895
3396;6;1961;18;1;4;5;0.32;0.56;0.183;52.621;0.146;40.587;79.48692287;180.72885;0.715173221;0.599546663;2;3795.30585;0.439813139
3397;6;1961;18;1;4;5;0.32;0.586;0.188;52.598;0.148;40.611;79.7851999;181.8406;0.713890991;0.599139596;1;3818.6526;0.4387645
3398;6;1960;18;1;4;5;0.32;0.488;0.156;51.699;0.147;40.652;79.82396348;181.99495;0.714255383;0.59910275;1;3821.89395;0.438605376
3399;6;1960;0;1;4;5;0.32;0.508;0.175;51.709;0.148;40.625;79.52403931;180.96425;0.715503214;0.599656981;2;3800.24925;0.43944613
3400;6;1960;18;1;4;5;0.32;0.565;0.183;51.697;0.151;40.6;79.82226506;181.9233;0.714030372;0.598997552;1;3820.3893;0.438768784
3401;6;1961;0;1;4;5;0.44;0.691;0.276;47.21;0.12;40.724;49.70296042;123.3249;1;0.792041725;1;2589.8229;0.403024535
3402;6;1961;0;1;4;5;0.32;0.588;0.28;46.978;0.123;40.75;49.30655157;121.96555;1;0.793997055;2;2561.27655;0.404266217
3403;6;1961;12;1;4;5;0.32;0.645;0.281;46.789;0.121;40.769;49.69232939;123.2535;1;0.79198181;1;2588.3235;0.403171751
3404;6;1961;12;1;4;5;0.36;0.559;0.243;47.664;0.137;40.737;50.30898644;124.8324;1;0.787268771;1;2621.4804;0.40301225
3405;6;1961;0;1;4;5;0.28;0.426;0.259;47.773;0.135;40.701;49.91263144;123.4825;1;0.789218346;2;2593.1325;0.404208138
3406;6;1961;12;1;4;5;0.36;0.54;0.305;48.012;0.139;40.684;49.41267952;121.7825;1;0.791696946;1;2557.4325;0.405745321
3407;6;1961;0;1;4;6;0.44;0.645;0.33;48.78;0.145;40.645;49.81739386;125.394;1;0.796823816;1;2633.274;0.397286903
3408;6;1961;0;1;4;5;0.36;0.439;0.25;48.613;0.145;40.671;49.35470439;123.50465;1;0.798211594;2;2593.59765;0.399618188
3409;6;1961;0;1;4;5;0.32;0.524;0.201;48.397;0.148;40.698;49.66687244;124.05125;1;0.794947946;2;2605.07625;0.400373817
3410;6;1961;0;1;4;5;0.4;0.69;0.152;48.512;0.152;40.692;50.61057678;127.7274;0.998257527;0.79159981;1;2682.2754;0.396238996
3411;6;1961;0;1;4;6;0.52;0.568;0.28;49.148;0.145;40.644;45.10932734;118.0394;1;0.853791993;1;2478.8274;0.382154834
3412;6;1961;0;1;4;6;0.52;0.662;0.305;49.563;0.142;40.627;45.2129042;118.7663;0.999958323;0.854454893;2;2494.0923;0.380687991
3413;1;1964;0;2;4;5;0.4;0.673;0.152;49.229;0.148;40.667;37.97531367;88.3696;0.990108949;0.877515925;1;309.2936;0.429732778
3414;1;1964;0;2;4;5;0.44;0.605;0.154;50.083;0.154;40.638;47.61198695;141.31285;0.998943535;0.885073736;1;494.594975;0.336926097
3415;1;1964;0;2;4;5;0.44;0.621;0.161;49.701;0.15;40.645;108.5714549;362.75695;0.803011673;0.621866476;2;1269.649325;0.299295313
3416;1;1964;0;2;4;5;0.52;0.713;0.235;50.397;0.148;40.593;72.68450709;194.5062;0.999542127;0.680189318;3;680.7717;0.373687353
3417;6;1961;12;1;4;5;0.4;0.544;0.179;50.755;0.148;40.588;44.6142586;114.73775;0.995946348;0.851107498;3;2409.49275;0.388836792
3418;6;1961;12;1;4;5;0.28;0.523;0.161;50.603;0.154;40.613;46.07220445;120.4231;0.996484838;0.844346759;1;2528.8851;0.382586102
3419;5;1961;0;1;4;5;0.48;0.628;0.206;51.082;0.152;40.575;45.96653868;119.33175;0.993491573;0.84244418;3;2088.305625;0.385199569
3420;5;1961;0;1;4;5;0.44;0.546;0.192;51.38;0.162;40.565;45.16817559;116.74705;0.996273374;0.847999001;2;2043.073375;0.386889224
3421;6;1961;0;1;4;5;0.4;0.556;0.192;51.743;0.162;40.552;45.1859052;116.80265;0.996050001;0.847868095;2;2452.85565;0.38685685
3422;5;1961;0;1;4;5;0.32;0.548;0.188;52.054;0.154;40.541;45.90364779;119.8194;0.99635947;0.84532031;1;2096.8395;0.383106974
3423;6;1961;0;1;4;5;0.28;0.518;0.17;51.089;0.164;40.588;44.99343733;116.8948;1;0.851830832;1;2454.7908;0.384905379
3424;6;1961;12;1;4;5;0.28;0.563;0.182;51.534;0.164;40.576;44.79522636;115.4919;1;0.850450341;1;2425.3299;0.387864659
3425;6;1960;12;1;4;5;0.24;0.544;0.185;52.42;0.149;40.546;51.01222491;127.97465;0.981454128;0.786126871;1;2687.46765;0.398611951
3426;6;1960;12;1;4;6;0.2;0.469;0.177;52.557;0.148;40.518;50.19633999;125.0282;0.980974948;0.789654054;2;2625.5922;0.401480146
3427;6;1960;12;1;4;6;0.24;0.537;0.185;52.748;0.145;40.499;50.99989954;127.97385;0.981784559;0.7863144;1;2687.45085;0.398518131
3428;6;1960;0;1;4;6;0.4;0.635;0.185;53.231;0.151;40.482;50.68060414;124.5571;0.981065839;0.780633874;1;2615.6991;0.406886513
3429;6;1960;0;1;4;6;0.36;0.551;0.175;53.109;0.164;40.503;49.69653958;121.1787;0.980725994;0.785221038;2;2544.7527;0.410109529
3430;6;1960;12;1;4;5;0.36;0.532;0.221;52.974;0.164;40.521;50.6123819;124.4067;0.981222124;0.781214042;1;2612.5407;0.406830033
3431;13;1980;24;1;4;5;0.4;0.676;0.248;55.458;0.121;41.891;80.09775287;400.976;1;0.886224576;0;18244.408;0.199756975
3432;13;1980;24;1;4;5;0.48;0.684;0.331;55.891;0.117;41.756;81.210871;412.1276;1;0.886148718;0;18751.8058;0.197052736
3433;12;1978;24;1;4;5;0.44;0.665;0.24;53.892;0.129;41.835;76.44721251;361.3744;1;0.881499295;0;15177.7248;0.211545733
3434;3;1985;0;3;4;5;0.56;0.723;0.275;53.79;0.179;41.648;222.4347099;1322.0978;0.630837719;0.579474281;0;13882.0269;0.168243764
3435;8;2006;15;1;4;5;0.36;0.632;0.323;56.724;0.139;41.725;80.00312519;399.85545;0.999436239;0.886032168;0;11195.9526;0.200080117
3436;13;1980;24;1;4;5;0.36;0.567;0.303;51.359;0.146;41.657;85.09668121;399.25405;0.941929264;0.832371064;0;18166.05928;0.213139181
3437;12;1980;24;1;4;5;0.36;0.617;0.301;49.308;0.146;41.541;85.14193969;400.28645;0.942326845;0.83300352;0;16812.0309;0.212702528
3438;8;1977;16;1;4;5;0.28;0.604;0.419;50.072;0.112;41.299;52.88080939;152.61955;1;0.828155561;1;4273.3474;0.346487782
3439;8;1977;16;1;4;5;0.24;0.552;0.435;50.864;0.113;41.339;52.75100116;151.94145;1;0.828347105;2;4254.3606;0.347179793
3440;8;1977;16;1;4;5;0.28;0.558;0.43;51.533;0.111;41.382;52.74344721;151.874;1;0.828281834;2;4252.472;0.347284244
3441;8;1977;16;1;4;5;0.4;0.638;0.303;52.243;0.126;41.436;52.60024076;151.30535;1;0.828980552;1;4236.5498;0.347642967
3442;12;1976;22;1;4;5;0.24;0.516;0.266;56.459;0.141;41.561;84.19304897;394.10895;0.945346493;0.835866353;0;16552.5759;0.213628868
3443;12;1975;24;1;4;5;0.32;0.64;0.312;54.571;0.125;41.301;83.40492678;384.9875;0.94345807;0.833943333;0;16169.475;0.216643207
3444;1;1965;0;1;4;5;0.32;0.698;0.458;53.508;0.112;41.298;22.96540952;29.9336;1;0.844520533;0;104.7676;0.767211746
3445;12;1973;24;1;4;5;0.4;0.671;0.343;53.418;0.133;41.163;85.09443771;390.79395;0.950872027;0.823526682;0;16413.3459;0.217747582
3446;9;1997;18;1;4;5;0.32;0.639;0.389;51.64;0.133;41.235;79.99521277;399.9521;1;0.886226893;0;12598.49115;0.200011983
3447;1;2007;99;1;4;5;0.44;0.732;0.344;55.335;0.155;41.463;175.7962073;1766.55905;0.999985707;0.847538646;0;6182.956675;0.099513349
3448;9;1975;0;3;4;5;0.4;0.675;0.227;46.922;0.139;41.368;178.3397855;1074.30875;0.785106233;0.651510244;1;33840.72562;0.166004219
3449;5;1967;0;3;4;5;0.4;0.756;0.237;45.313;0.144;41.242;130.2942469;536.78765;0.725109892;0.630348828;1;9393.783875;0.242729591
3450;1;1980;0;3;4;5;0.4;0.682;0.226;47.966;0.144;41.365;16.41638206;16.8436;1;0.886226925;0;58.95260001;0.974636186
3451;7;2011;0;2;4;5;0.28;0.592;0.219;48.135;0.126;41.216;155.8455506;1273.40845;0.921865737;0.811697836;1;31198.50702;0.122384574
3452;5;2011;0;2;4;5;0.44;0.683;0.311;46.442;0.141;41.109;145.5886457;919.3668;0.966835625;0.738281242;1;16088.919;0.158357519
3453;12;1976;25;1;3;5;0.36;0.682;0.359;50.629;0.122;40.992;77.10873677;365.91215;0.997425017;0.879406677;0;15368.3103;0.21073019
3454;12;1976;24;1;3;5;0.36;0.618;0.3;49.304;0.131;41.109;77.05753679;363.6877;0.994866022;0.877312094;0;15274.8834;0.211878314
3455;2;1990;0;2;4;5;0.4;0.719;0.327;50.949;0.117;40.845;134.3955131;1054.922;1;0.856703097;0;7384.454;0.127398531
3456;5;1978;16;1;4;5;0.48;0.64;0.336;54.733;0.168;40.894;80.70125196;399.0703;1;0.877504523;1;6983.73025;0.202223147
3457;5;1978;16;1;4;5;0.4;0.714;0.341;54.126;0.157;40.951;85.99824331;459.9814;1;0.884067626;1;8049.6745;0.186960263
3458;5;1975;16;1;4;5;0.32;0.489;0.299;54.032;0.174;40.819;80.70125196;399.0703;1;0.877504523;1;6983.73025;0.202223147
3459;5;1975;16;1;4;5;0.24;0.581;0.324;53.368;0.157;40.865;85.99824331;459.9814;1;0.884067626;1;8049.6745;0.186960263
3460;5;1975;16;1;4;5;0.28;0.575;0.308;53.309;0.183;40.744;80.70125196;399.0703;1;0.877504523;1;6983.73025;0.202223147
3461;5;1975;16;1;4;5;0.24;0.615;0.308;52.429;0.144;40.795;85.99009473;459.8848;1;0.884058558;1;8047.984;0.186981815
3462;3;1980;0;3;4;5;0.32;0.608;0.164;54.472;0.19;40.721;187.8444411;1297.8766;0.75901236;0.679865942;1;13627.7043;0.144732127
3463;3;1975;0;3;4;5;0.4;0.707;0.188;55.797;0.155;40.904;221.9916006;2623.998;0.954069985;0.81799404;1;27551.979;0.084600522
3464;13;1980;17;1;4;10;0.48;0.735;0.183;57.248;0.133;40.916;180.3548724;1836.29285;0.964072197;0.842263584;1;83551.32468;0.098216835
3465;13;1980;16;1;4;4;0.44;0.701;0.19;55.651;0.126;40.654;154.8452602;1442.4909;1;0.869487929;1;65633.33595;0.107345745
3466;13;1980;17;1;4;10;0.44;0.711;0.205;56.581;0.139;40.757;154.8478447;1444.73755;0.999994047;0.870150246;2;65735.55853;0.107180605
3467;1;1974;0;1;4;6;0.48;0.861;0.352;52.057;0.153;40.507;161.2550089;1437.8094;0.9756639;0.833570579;0;5032.3329;0.112153258
3468;4;1980;0;3;2;6;0.52;0.778;0.376;53.967;0.14;40.411;282.9039408;1789.80565;0.73297174;0.53011351;0;25057.2791;0.158064056
3469;1;1980;0;3;4;6;0.44;0.852;0.397;54.961;0.167;40.363;134.2023904;1007.9526;1;0.838619072;0;3527.8341;0.133143553
3470;1;1975;0;3;4;5;0.4;0.68;0.278;53.924;0.118;40.481;251.2047371;2477.1216;1;0.702345445;0;8669.9256;0.101409934
3471;8;1975;8;1;4;6;0.36;0.616;0.299;53.912;0.105;40.552;49.97704375;153.2009;1;0.877940386;1;4289.6252;0.326218996
3472;8;1975;8;1;4;6;0.44;0.606;0.226;53.805;0.107;40.571;49.98009085;153.20815;1;0.877907633;2;4289.8282;0.326223447
3473;8;1975;8;1;4;6;0.44;0.664;0.226;53.644;0.114;40.593;49.99695644;153.32785;1;0.877954254;2;4293.1798;0.326078768
3474;8;1975;8;1;4;6;0.48;0.76;0.268;53.555;0.111;40.62;50.01077322;153.4167;1;0.877965966;1;4295.667601;0.325979983
3475;8;1975;8;1;4;5;0.32;0.583;0.229;54.545;0.091;40.464;50.30382537;155.18725;1;0.877873498;1;4345.243;0.324149216
3476;8;1981;15;1;4;5;0.36;0.578;0.209;54.373;0.084;40.488;50.334492;155.4157;1;0.877984172;2;4351.6396;0.323870059
3477;8;1975;8;1;4;5;0.32;0.597;0.216;54.24;0.08;40.508;50.37896713;155.7336;1;0.878105777;1;4360.5408;0.323494526
3478;8;1973;8;1;4;4;0.32;0.602;0.242;55.223;0.082;40.402;50.20154287;154.4529;1;0.87757835;1;4324.6812;0.325028166
3479;8;1973;8;1;4;4;0.36;0.582;0.24;55.059;0.085;40.416;50.19854614;154.422;1;0.877542945;2;4323.816;0.325073799
3480;8;1973;8;1;4;4;0.32;0.606;0.242;54.874;0.087;40.43;50.23118761;154.5759;1;0.877409592;1;4328.1252;0.324961314
3481;8;1973;8;1;4;4;0.52;0.725;0.187;56.118;0.147;40.341;49.92822757;152.67065;1;0.87727663;1;4274.7782;0.327032259
3482;8;1973;8;1;4;4;0.44;0.665;0.203;55.939;0.147;40.35;49.86993841;152.4214;1;0.877584761;2;4267.7992;0.327184624
3483;8;1973;8;1;4;4;0.4;0.658;0.198;55.744;0.128;40.361;49.90060636;152.64835;1;0.877698116;2;4274.1538;0.326899088
3484;8;1973;8;1;4;4;0.4;0.674;0.236;55.583;0.104;40.373;49.95586658;153.04605;1;0.877868564;1;4285.2894;0.326410689
3485;3;1985;0;3;4;6;0.56;0.727;0.381;55.008;0.135;40.571;323.3764179;2244.74205;0.757477056;0.519373524;0;23569.79153;0.1440595
3486;12;1975;24;1;4;6;0.28;0.571;0.276;54.629;0.095;40.533;110.19313;427.7387;0.888922948;0.665333951;0;17965.0254;0.257617863
3487;12;1975;24;1;4;6;0.32;0.554;0.242;55.151;0.127;40.461;91.26177995;361.5326;0.903018896;0.738566711;1;15184.3692;0.252430292
3488;12;1975;24;1;4;6;0.44;0.542;0.288;55.14;0.123;40.494;91.8095058;361.951;0.898767231;0.734585198;1;15201.942;0.253651753
3489;12;1975;24;1;4;4;0.4;0.605;0.237;55.709;0.104;40.403;91.24628013;360.2468;0.901776572;0.737377411;1;15130.3656;0.253288246
3490;12;1975;24;1;4;4;0.44;0.589;0.333;55.648;0.137;40.435;92.04527753;363.90215;0.899002962;0.734675794;1;15283.8903;0.252939636
3491;15;1973;36;1;4;5;0.2;0.524;0.327;57.406;0.127;41.652;133.888369;643.4405;0.867082375;0.671608645;0;33780.62625;0.208081973
3492;15;1973;36;1;4;5;0.24;0.534;0.312;57.975;0.134;41.569;133.9240641;643.8085;0.867120694;0.671621616;0;33799.94625;0.208018478
3493;10;1968;20;1;4;6;0.36;0.613;0.297;58.725;0.139;41.677;81.5400606;389.8925;1;0.858432878;0;13646.2375;0.209134725
3494;13;1988;22;1;4;5;0.36;0.524;0.257;56.96;0.149;41.446;80.39462669;403.956;1;0.886226925;0;18379.998;0.199018276
3495;13;1988;22;1;4;5;0.36;0.586;0.292;57.824;0.139;41.386;80.40723607;404.0827;1;0.886226897;0;18385.76285;0.198987079
3496;5;1980;12;1;4;5;0.4;0.559;0.328;57.109;0.114;41.223;80.13482823;401.3483;1;0.886225691;1;7023.59525;0.199664053
3497;5;1980;12;1;4;5;0.28;0.628;0.369;56.648;0.13;41.267;80.13817937;401.3814;1;0.886225173;1;7024.1745;0.199655937
3498;5;1979;12;1;4;5;0.48;0.625;0.328;56.385;0.117;41.077;70.68884535;306.6674;1;0.87818871;1;5366.6795;0.230506553
3499;5;1979;16;1;4;5;0.44;0.716;0.378;55.901;0.123;41.144;89.49958035;495.2168;1;0.881417396;1;8666.294;0.180728078
3500;2;1980;0;3;4;5;0.48;0.779;0.231;59.339;0.128;41.727;158.8437171;1258.89135;0.931398469;0.791824646;1;8812.23945;0.126177463
3501;9;1974;16;1;4;5;0.28;0.566;0.229;58.86;0.139;41.561;56.08642803;175.7114;0.98482007;0.837813048;2;5534.9091;0.319196296
3502;9;1974;16;1;4;5;0.2;0.533;0.24;58.723;0.141;41.488;56.18839926;175.4972;0.983468499;0.835782682;2;5528.1618;0.320166927
3503;9;1974;16;1;4;5;0.32;0.57;0.237;58.526;0.142;41.443;56.00680733;175.289;0.984656538;0.837995039;1;5521.6035;0.319511249
3504;1;1985;0;3;4;5;0.52;0.607;0.261;59.245;0.147;41.535;194.4496776;875.9249;0.763623423;0.539549309;2;3065.73715;0.221993549
3505;5;1972;16;1;4;5;0.28;0.504;0.247;58.833;0.141;41.415;74.31210989;295.94735;0.963671584;0.820639785;1;5179.078625;0.251099089
3506;13;1970;31;1;4;5;0.6;0.68;0.246;59.672;0.136;41.649;120.8460571;661.8153;0.904860766;0.754641785;0;30112.59615;0.182597859
3507;5;1972;8;1;4;5;0.28;0.516;0.199;59.037;0.135;41.367;59.68261328;187.4025;0.980645077;0.813101554;2;3279.54375;0.318472877
3508;5;1972;16;1;4;5;0.56;0.607;0.235;59.189;0.137;41.381;74.17987816;295.26715;0.964133225;0.821157346;1;5167.175125;0.251229702
3509;11;1983;15;1;4;5;0.4;0.657;0.354;57.189;0.121;41.056;91.18532287;434.37115;0.931982634;0.810234027;1;16723.28927;0.209924906
3510;1;1990;0;3;4;5;0.36;0.659;0.327;57.376;0.111;41.187;103.003964;582.04065;0.997849373;0.83028588;1;2037.142275;0.176970395
3511;4;1989;0;2;4;5;0.6;0.713;0.228;57.973;0.142;41.089;101.6421931;497.0285;0.923323238;0.777537871;0;6958.399;0.204499728
3512;5;2008;14;1;4;5;0.56;0.667;0.175;58.727;0.134;41.235;74.35700639;304.5157;1;0.831932096;1;5329.02475;0.244181191
3513;5;2008;16;1;4;5;0.32;0.62;0.182;58.537;0.126;41.235;81.27716779;390.9952;1;0.862426481;2;6842.416;0.207872546
3514;5;2008;15;1;4;5;0.28;0.663;0.275;58.386;0.126;41.29;74.34891071;304.4033;1;0.831869114;1;5327.05775;0.244244759
3515;6;1988;25;1;4;5;0.32;0.726;0.212;58.01;0.094;40.881;87.64209997;454.0369;0.982660695;0.861861998;2;9534.774899;0.193028584
3516;4;1988;16;1;4;5;0.32;0.693;0.188;58.278;0.091;40.89;85.79826295;439.3757;1;0.866052967;2;6151.2598;0.195273118
3517;7;1988;25;1;4;4;0.4;0.686;0.187;58.519;0.107;40.846;87.73745146;454.62225;0.981440436;0.861480121;2;11138.24513;0.192989788
3518;6;1988;10;1;4;10;0.36;0.72;0.195;57.588;0.105;40.798;62.90454322;185.09785;0.889374636;0.766696721;2;3887.05485;0.339844808
3519;6;1988;10;1;4;4;0.36;0.602;0.186;58.222;0.092;40.775;62.92762576;187.1292;0.892542448;0.770609513;2;3929.7132;0.336279029
3520;6;1988;10;1;4;10;0.32;0.715;0.197;57.449;0.113;40.757;63.10753674;185.0845;0.886914023;0.764202982;2;3886.7745;0.340966082
3521;6;1988;10;1;4;4;0.2;0.603;0.183;58.071;0.095;40.728;63.31143489;187.2058;0.888051991;0.766094643;2;3931.3218;0.338191631
3522;6;1988;10;1;4;10;0.32;0.716;0.198;57.216;0.112;40.715;63.10753759;185.0694;0.88690584;0.764171798;2;3886.4574;0.340993906
3523;6;1988;10;1;4;4;0.16;0.603;0.181;57.846;0.096;40.68;63.3114305;187.1083;0.88800019;0.765895172;2;3929.2743;0.338367836
3524;6;1988;18;1;4;10;0.4;0.726;0.2;56.966;0.126;40.684;62.72677157;184.93035;0.891260454;0.768521624;2;3883.53735;0.339191331
3525;6;1988;10;1;4;4;0.32;0.605;0.174;57.693;0.102;40.654;63.11480829;187.46035;0.89089905;0.769003606;2;3936.66735;0.336683508
3526;6;1988;25;1;4;4;0.4;0.694;0.18;57.39;0.114;40.589;87.60408311;453.4126;0.982523422;0.861643023;2;9521.6646;0.193210518
3527;4;1988;16;1;4;4;0.4;0.718;0.19;57.043;0.114;40.617;85.80440485;439.4266;1;0.866041134;2;6151.9724;0.195264476
3528;6;1988;18;1;4;4;0.44;0.752;0.235;56.746;0.114;40.634;87.79797468;455.3112;0.981375237;0.861538324;2;9561.5352;0.192830694
3529;7;1974;0;2;4;4;0.36;0.741;0.265;56.731;0.114;40.52;156.9741682;870.91105;0.814637634;0.666443969;2;21337.32073;0.180241333
3530;5;2010;0;2;4;4;0.48;0.765;0.222;56.131;0.137;40.469;89.87975992;520.387;0.974597741;0.899717665;1;9106.7725;0.172717151
3531;6;1980;0;2;4;4;0.16;0.575;0.201;57.359;0.106;40.509;78.51789181;271.96845;0.875072455;0.744552909;1;5711.33745;0.288702207
3532;7;2011;0;2;4;4;0.48;0.665;0.209;57.206;0.134;40.453;159.5820131;942.07075;0.859332498;0.681809036;0;23080.73338;0.169394935
3533;12;1979;25;1;4;4;0.36;0.692;0.22;59.161;0.11;40.862;84.6359122;426.8603;0.981970911;0.865352665;0;17928.1326;0.198275436
3534;12;1976;25;1;4;4;0.32;0.64;0.23;58.742;0.094;40.749;90.24255947;424.3341;0.926002866;0.809184387;0;17822.0322;0.212668648
